violation_date,borough,count_violation_by_date_borough
8/11/2014,Bronx,4
8/11/2014,Brooklyn,8
8/11/2014,Manhattan,22
8/11/2014,Queens,1
8/12/2014,Bronx,7
8/12/2014,Brooklyn,23
8/12/2014,Manhattan,9
8/12/2014,Queens,22
8/12/2014,Staten Island,1
8/13/2014,Bronx,2
8/13/2014,Brooklyn,10
8/13/2014,Manhattan,43
8/13/2014,Queens,4
8/13/2014,Staten Island,7
8/13/2014,Unknown,64
8/14/2014,Bronx,7
8/14/2014,Brooklyn,12
8/14/2014,Manhattan,8
8/14/2014,Queens,58
8/14/2014,Staten Island,1
8/15/2014,Bronx,4
8/15/2014,Brooklyn,5
8/15/2014,Manhattan,13
8/15/2014,Queens,9
8/15/2014,Staten Island,7
8/18/2014,Bronx,5
8/18/2014,Brooklyn,16
8/18/2014,Manhattan,17
8/18/2014,Queens,3
8/18/2014,Staten Island,1
8/19/2014,Bronx,9
8/19/2014,Brooklyn,21
8/19/2014,Manhattan,18
8/19/2014,Queens,39
8/19/2014,Staten Island,23
8/20/2014,Bronx,7
8/20/2014,Brooklyn,9
8/20/2014,Manhattan,16
8/20/2014,Queens,3
8/20/2014,Staten Island,12
8/21/2014,Bronx,9
8/21/2014,Brooklyn,14
8/21/2014,Manhattan,29
8/21/2014,Queens,3
8/21/2014,Staten Island,8
8/21/2014,Unknown,2
8/22/2014,Bronx,3
8/22/2014,Brooklyn,19
8/22/2014,Manhattan,8
8/22/2014,Queens,10
8/22/2014,Staten Island,18
8/22/2014,Unknown,20
8/23/2014,Staten Island,1
8/25/2014,Bronx,3
8/25/2014,Brooklyn,9
8/25/2014,Manhattan,12
8/25/2014,Queens,6
8/25/2014,Staten Island,5
8/26/2014,Bronx,8
8/26/2014,Brooklyn,13
8/26/2014,Manhattan,19
8/26/2014,Queens,11
8/26/2014,Staten Island,3
8/27/2014,Bronx,3
8/27/2014,Brooklyn,20
8/27/2014,Manhattan,22
8/27/2014,Queens,6
8/27/2014,Staten Island,6
8/28/2014,Bronx,9
8/28/2014,Brooklyn,12
8/28/2014,Manhattan,18
8/28/2014,Queens,20
8/28/2014,Staten Island,2
8/28/2014,Unknown,52
8/29/2014,Bronx,2
8/29/2014,Brooklyn,11
8/29/2014,Manhattan,11
8/29/2014,Queens,18
8/29/2014,Staten Island,7
8/30/2014,Brooklyn,1
9/2/2014,Brooklyn,6
9/2/2014,Manhattan,14
9/2/2014,Queens,34
9/2/2014,Staten Island,4
9/2/2014,Unknown,42
9/3/2014,Bronx,8
9/3/2014,Brooklyn,19
9/3/2014,Manhattan,31
9/3/2014,Queens,25
9/3/2014,Staten Island,5
9/4/2014,Bronx,4
9/4/2014,Brooklyn,16
9/4/2014,Manhattan,24
9/4/2014,Queens,1
9/4/2014,Staten Island,6
9/4/2014,Unknown,3
9/5/2014,Bronx,6
9/5/2014,Brooklyn,15
9/5/2014,Manhattan,23
9/5/2014,Queens,20
9/5/2014,Staten Island,14
9/6/2014,Bronx,10
9/6/2014,Brooklyn,15
9/6/2014,Queens,4
9/7/2014,Bronx,7
9/7/2014,Brooklyn,4
9/7/2014,Queens,2
9/8/2014,Bronx,3
9/8/2014,Brooklyn,8
9/8/2014,Manhattan,22
9/8/2014,Queens,17
9/9/2014,Bronx,8
9/9/2014,Brooklyn,13
9/9/2014,Manhattan,26
9/9/2014,Queens,19
9/9/2014,Staten Island,4
9/10/2014,Bronx,11
9/10/2014,Brooklyn,15
9/10/2014,Manhattan,23
9/10/2014,Queens,6
9/10/2014,Staten Island,15
9/11/2014,Bronx,2
9/11/2014,Brooklyn,25
9/11/2014,Manhattan,20
9/11/2014,Queens,4
9/11/2014,Staten Island,1
9/12/2014,Bronx,12
9/12/2014,Brooklyn,16
9/12/2014,Manhattan,21
9/12/2014,Queens,13
9/12/2014,Staten Island,4
9/13/2014,Bronx,5
9/13/2014,Brooklyn,5
9/13/2014,Queens,2
9/13/2014,Staten Island,5
9/14/2014,Bronx,2
9/14/2014,Brooklyn,17
9/15/2014,Bronx,4
9/15/2014,Brooklyn,15
9/15/2014,Manhattan,17
9/15/2014,Queens,7
9/15/2014,Staten Island,3
9/16/2014,Bronx,27
9/16/2014,Brooklyn,8
9/16/2014,Manhattan,17
9/16/2014,Queens,20
9/17/2014,Bronx,1
9/17/2014,Brooklyn,29
9/17/2014,Manhattan,15
9/17/2014,Outside NYC,1
9/17/2014,Queens,11
9/17/2014,Unknown,8
9/18/2014,Bronx,10
9/18/2014,Brooklyn,23
9/18/2014,Manhattan,30
9/18/2014,Queens,8
9/18/2014,Unknown,25
9/19/2014,Bronx,3
9/19/2014,Brooklyn,12
9/19/2014,Manhattan,34
9/19/2014,Outside NYC,2
9/19/2014,Queens,28
9/19/2014,Staten Island,10
9/19/2014,Unknown,23
9/20/2014,Bronx,13
9/20/2014,Brooklyn,14
9/20/2014,Queens,4
9/20/2014,Staten Island,6
9/21/2014,Brooklyn,7
9/21/2014,Queens,19
9/22/2014,Bronx,5
9/22/2014,Brooklyn,4
9/22/2014,Manhattan,14
9/22/2014,Outside NYC,1
9/22/2014,Queens,1
9/22/2014,Unknown,16
9/23/2014,Bronx,6
9/23/2014,Brooklyn,6
9/23/2014,Manhattan,15
9/23/2014,Outside NYC,1
9/23/2014,Queens,11
9/23/2014,Staten Island,1
9/24/2014,Bronx,1
9/24/2014,Brooklyn,8
9/24/2014,Manhattan,18
9/24/2014,Queens,11
9/24/2014,Staten Island,9
9/25/2014,Bronx,14
9/25/2014,Brooklyn,14
9/25/2014,Manhattan,5
9/25/2014,Queens,5
9/26/2014,Bronx,7
9/26/2014,Brooklyn,12
9/26/2014,Manhattan,18
9/26/2014,Outside NYC,1
9/26/2014,Queens,6
9/26/2014,Staten Island,12
9/26/2014,Unknown,36
9/27/2014,Bronx,4
9/27/2014,Manhattan,16
9/27/2014,Queens,2
9/27/2014,Staten Island,3
9/28/2014,Bronx,8
9/28/2014,Brooklyn,18
9/28/2014,Manhattan,3
9/28/2014,Queens,14
9/29/2014,Bronx,9
9/29/2014,Brooklyn,9
9/29/2014,Manhattan,13
9/29/2014,Queens,9
9/29/2014,Staten Island,2
9/29/2014,Unknown,11
9/30/2014,Bronx,6
9/30/2014,Brooklyn,3
9/30/2014,Manhattan,15
9/30/2014,Queens,26
9/30/2014,Staten Island,3
10/1/2014,Bronx,26
10/1/2014,Brooklyn,9
10/1/2014,Manhattan,18
10/1/2014,Queens,20
10/1/2014,Staten Island,30
10/2/2014,Bronx,9
10/2/2014,Brooklyn,3
10/2/2014,Manhattan,14
10/2/2014,Queens,15
10/2/2014,Staten Island,2
10/2/2014,Unknown,29
10/3/2014,Bronx,7
10/3/2014,Brooklyn,4
10/3/2014,Manhattan,12
10/3/2014,Queens,21
10/3/2014,Staten Island,3
10/4/2014,Bronx,2
10/4/2014,Brooklyn,7
10/5/2014,Bronx,3
10/5/2014,Brooklyn,31
10/6/2014,Bronx,9
10/6/2014,Brooklyn,5
10/6/2014,Manhattan,14
10/6/2014,Queens,14
10/6/2014,Staten Island,7
10/6/2014,Unknown,1
10/7/2014,Bronx,5
10/7/2014,Brooklyn,6
10/7/2014,Manhattan,3
10/7/2014,Queens,16
10/7/2014,Staten Island,5
10/8/2014,Bronx,3
10/8/2014,Brooklyn,36
10/8/2014,Manhattan,2
10/8/2014,Queens,5
10/8/2014,Staten Island,7
10/9/2014,Bronx,16
10/9/2014,Brooklyn,6
10/9/2014,Manhattan,17
10/9/2014,Queens,2
10/9/2014,Staten Island,6
10/9/2014,Unknown,23
10/10/2014,Bronx,10
10/10/2014,Brooklyn,21
10/10/2014,Manhattan,24
10/10/2014,Queens,21
10/11/2014,Bronx,2
10/11/2014,Brooklyn,3
10/11/2014,Queens,2
10/11/2014,Staten Island,2
10/14/2014,Bronx,6
10/14/2014,Brooklyn,13
10/14/2014,Manhattan,9
10/14/2014,Outside NYC,2
10/14/2014,Queens,17
10/14/2014,Staten Island,4
10/14/2014,Unknown,24
10/15/2014,Bronx,6
10/15/2014,Brooklyn,16
10/15/2014,Manhattan,13
10/15/2014,Outside NYC,2
10/15/2014,Queens,23
10/15/2014,Unknown,32
10/16/2014,Bronx,3
10/16/2014,Brooklyn,32
10/16/2014,Manhattan,15
10/16/2014,Outside NYC,1
10/16/2014,Queens,2
10/16/2014,Staten Island,1
10/17/2014,Bronx,4
10/17/2014,Brooklyn,4
10/17/2014,Manhattan,26
10/17/2014,Queens,26
10/17/2014,Staten Island,9
10/18/2014,Bronx,8
10/18/2014,Manhattan,10
10/18/2014,Queens,13
10/19/2014,Bronx,5
10/19/2014,Brooklyn,41
10/19/2014,Queens,8
10/20/2014,Bronx,6
10/20/2014,Brooklyn,21
10/20/2014,Manhattan,19
10/20/2014,Queens,12
10/20/2014,Staten Island,3
10/20/2014,Unknown,24
10/21/2014,Bronx,21
10/21/2014,Brooklyn,25
10/21/2014,Manhattan,9
10/21/2014,Queens,16
10/21/2014,Staten Island,1
10/21/2014,Unknown,2
10/22/2014,Brooklyn,20
10/22/2014,Manhattan,7
10/22/2014,Queens,15
10/22/2014,Staten Island,3
10/22/2014,Unknown,7
10/23/2014,Bronx,2
10/23/2014,Brooklyn,18
10/23/2014,Manhattan,18
10/23/2014,Queens,3
10/23/2014,Staten Island,1
10/23/2014,Unknown,28
10/24/2014,Bronx,14
10/24/2014,Brooklyn,20
10/24/2014,Manhattan,17
10/24/2014,Queens,18
10/24/2014,Staten Island,1
10/25/2014,Bronx,7
10/25/2014,Brooklyn,7
10/25/2014,Manhattan,3
10/25/2014,Queens,13
10/26/2014,Bronx,12
10/26/2014,Brooklyn,14
10/27/2014,Bronx,3
10/27/2014,Brooklyn,22
10/27/2014,Manhattan,9
10/27/2014,Queens,9
10/27/2014,Staten Island,2
10/28/2014,Bronx,3
10/28/2014,Brooklyn,16
10/28/2014,Manhattan,12
10/28/2014,Queens,35
10/28/2014,Staten Island,5
10/29/2014,Bronx,10
10/29/2014,Brooklyn,9
10/29/2014,Manhattan,23
10/29/2014,Outside NYC,1
10/29/2014,Queens,6
10/29/2014,Staten Island,2
10/30/2014,Bronx,6
10/30/2014,Brooklyn,8
10/30/2014,Manhattan,19
10/30/2014,Queens,23
10/31/2014,Bronx,1
10/31/2014,Brooklyn,9
10/31/2014,Manhattan,27
10/31/2014,Queens,49
10/31/2014,Staten Island,6
11/1/2014,Bronx,11
11/1/2014,Brooklyn,24
11/1/2014,Queens,3
11/3/2014,Brooklyn,8
11/3/2014,Manhattan,9
11/3/2014,Queens,10
11/5/2014,Bronx,3
11/5/2014,Manhattan,10
11/5/2014,Queens,18
11/6/2014,Bronx,16
11/6/2014,Brooklyn,15
11/6/2014,Manhattan,5
11/6/2014,Queens,8
11/6/2014,Staten Island,6
11/7/2014,Bronx,11
11/7/2014,Brooklyn,23
11/7/2014,Manhattan,9
11/7/2014,Queens,35
11/7/2014,Staten Island,4
11/8/2014,Bronx,10
11/8/2014,Brooklyn,3
11/8/2014,Queens,5
11/8/2014,Staten Island,9
11/10/2014,Bronx,16
11/10/2014,Brooklyn,2
11/10/2014,Manhattan,2
11/10/2014,Queens,8
11/10/2014,Unknown,32
11/12/2014,Bronx,1
11/12/2014,Brooklyn,18
11/12/2014,Manhattan,22
11/12/2014,Outside NYC,1
11/12/2014,Queens,15
11/12/2014,Unknown,11
11/13/2014,Bronx,7
11/13/2014,Brooklyn,28
11/13/2014,Manhattan,21
11/13/2014,Queens,16
11/13/2014,Staten Island,1
11/13/2014,Unknown,15
11/14/2014,Bronx,14
11/14/2014,Brooklyn,35
11/14/2014,Manhattan,27
11/14/2014,Queens,17
11/14/2014,Staten Island,23
11/14/2014,Unknown,18
11/15/2014,Bronx,6
11/15/2014,Brooklyn,19
11/15/2014,Queens,2
11/16/2014,Bronx,9
11/16/2014,Brooklyn,21
11/16/2014,Queens,2
11/16/2014,Staten Island,6
11/17/2014,Bronx,4
11/17/2014,Brooklyn,35
11/17/2014,Manhattan,21
11/17/2014,Queens,7
11/17/2014,Staten Island,9
11/17/2014,Unknown,47
11/18/2014,Bronx,11
11/18/2014,Brooklyn,47
11/18/2014,Manhattan,3
11/18/2014,Queens,10
11/18/2014,Staten Island,3
11/19/2014,Bronx,3
11/19/2014,Brooklyn,29
11/19/2014,Manhattan,13
11/19/2014,Queens,17
11/19/2014,Staten Island,5
11/19/2014,Unknown,21
11/20/2014,Bronx,28
11/20/2014,Brooklyn,33
11/20/2014,Manhattan,28
11/20/2014,Queens,16
11/20/2014,Staten Island,4
11/20/2014,Unknown,71
11/21/2014,Bronx,17
11/21/2014,Brooklyn,52
11/21/2014,Manhattan,4
11/21/2014,Outside NYC,2
11/21/2014,Queens,33
11/21/2014,Staten Island,2
11/21/2014,Unknown,5
11/22/2014,Bronx,15
11/22/2014,Brooklyn,3
11/22/2014,Manhattan,24
11/22/2014,Queens,3
11/23/2014,Bronx,4
11/23/2014,Brooklyn,12
11/23/2014,Queens,7
11/24/2014,Bronx,17
11/24/2014,Brooklyn,13
11/24/2014,Manhattan,14
11/24/2014,Queens,14
11/24/2014,Unknown,8
11/25/2014,Bronx,19
11/25/2014,Brooklyn,48
11/25/2014,Manhattan,2
11/25/2014,Outside NYC,1
11/25/2014,Queens,24
11/25/2014,Unknown,14
11/26/2014,Bronx,4
11/26/2014,Brooklyn,19
11/26/2014,Manhattan,5
11/26/2014,Queens,21
11/26/2014,Unknown,15
11/27/2014,Manhattan,2
11/28/2014,Bronx,2
11/28/2014,Brooklyn,15
11/28/2014,Manhattan,7
11/28/2014,Outside NYC,1
11/28/2014,Queens,36
11/28/2014,Unknown,29
11/29/2014,Brooklyn,28
11/29/2014,Queens,4
11/30/2014,Bronx,18
11/30/2014,Brooklyn,7
11/30/2014,Staten Island,5
12/1/2014,Bronx,2
12/1/2014,Brooklyn,17
12/1/2014,Manhattan,16
12/1/2014,Queens,8
12/1/2014,Staten Island,1
12/2/2014,Bronx,1
12/2/2014,Brooklyn,13
12/2/2014,Manhattan,17
12/2/2014,Outside NYC,2
12/2/2014,Queens,32
12/2/2014,Unknown,2
12/3/2014,Bronx,3
12/3/2014,Brooklyn,33
12/3/2014,Manhattan,2
12/3/2014,Outside NYC,1
12/3/2014,Queens,17
12/3/2014,Staten Island,2
12/4/2014,Bronx,5
12/4/2014,Brooklyn,28
12/4/2014,Manhattan,52
12/4/2014,Queens,6
12/4/2014,Staten Island,6
12/4/2014,Unknown,1
12/5/2014,Bronx,2
12/5/2014,Brooklyn,39
12/5/2014,Manhattan,22
12/5/2014,Queens,24
12/5/2014,Staten Island,3
12/5/2014,Unknown,16
12/6/2014,Bronx,10
12/6/2014,Brooklyn,19
12/6/2014,Queens,9
12/7/2014,Brooklyn,13
12/7/2014,Queens,12
12/8/2014,Bronx,5
12/8/2014,Brooklyn,16
12/8/2014,Manhattan,21
12/8/2014,Queens,15
12/8/2014,Staten Island,14
12/9/2014,Bronx,7
12/9/2014,Brooklyn,19
12/9/2014,Manhattan,17
12/9/2014,Queens,14
12/9/2014,Staten Island,10
12/9/2014,Unknown,6
12/10/2014,Bronx,1
12/10/2014,Brooklyn,12
12/10/2014,Manhattan,3
12/10/2014,Queens,32
12/10/2014,Staten Island,6
12/10/2014,Unknown,12
12/11/2014,Bronx,15
12/11/2014,Brooklyn,16
12/11/2014,Manhattan,21
12/11/2014,Queens,3
12/11/2014,Staten Island,7
12/11/2014,Unknown,16
12/12/2014,Bronx,3
12/12/2014,Brooklyn,42
12/12/2014,Manhattan,17
12/12/2014,Queens,42
12/12/2014,Staten Island,2
12/13/2014,Bronx,8
12/13/2014,Brooklyn,3
12/13/2014,Manhattan,8
12/14/2014,Bronx,21
12/14/2014,Brooklyn,14
12/14/2014,Manhattan,21
12/14/2014,Queens,13
12/15/2014,Bronx,8
12/15/2014,Brooklyn,10
12/15/2014,Manhattan,41
12/15/2014,Queens,6
12/15/2014,Staten Island,4
12/15/2014,Unknown,6
12/16/2014,Bronx,8
12/16/2014,Brooklyn,30
12/16/2014,Manhattan,3
12/16/2014,Queens,32
12/17/2014,Bronx,1
12/17/2014,Brooklyn,20
12/17/2014,Manhattan,56
12/17/2014,Queens,31
12/18/2014,Bronx,5
12/18/2014,Brooklyn,30
12/18/2014,Manhattan,36
12/18/2014,Queens,4
12/18/2014,Staten Island,9
12/20/2014,Bronx,44
12/20/2014,Brooklyn,1
12/20/2014,Queens,3
12/21/2014,Bronx,22
12/21/2014,Brooklyn,2
12/21/2014,Manhattan,13
12/21/2014,Queens,6
12/21/2014,Unknown,1
12/22/2014,Bronx,1
12/22/2014,Brooklyn,7
12/22/2014,Manhattan,17
12/22/2014,Queens,15
12/22/2014,Staten Island,8
12/23/2014,Bronx,21
12/23/2014,Brooklyn,28
12/23/2014,Manhattan,10
12/23/2014,Queens,12
12/23/2014,Staten Island,4
12/23/2014,Unknown,6
12/24/2014,Brooklyn,35
12/24/2014,Manhattan,6
12/24/2014,Queens,14
12/24/2014,Staten Island,6
12/24/2014,Unknown,16
12/26/2014,Bronx,6
12/26/2014,Manhattan,21
12/26/2014,Outside NYC,1
12/26/2014,Queens,21
12/26/2014,Unknown,7
12/27/2014,Bronx,6
12/27/2014,Manhattan,11
12/27/2014,Queens,2
12/27/2014,Staten Island,6
12/28/2014,Bronx,2
12/28/2014,Brooklyn,31
12/28/2014,Queens,9
12/29/2014,Bronx,6
12/29/2014,Brooklyn,16
12/29/2014,Manhattan,44
12/29/2014,Queens,14
12/29/2014,Staten Island,4
12/29/2014,Unknown,3
12/30/2014,Bronx,4
12/30/2014,Brooklyn,16
12/30/2014,Manhattan,50
12/30/2014,Queens,19
12/30/2014,Staten Island,8
12/30/2014,Unknown,6
12/31/2014,Bronx,1
12/31/2014,Brooklyn,26
12/31/2014,Manhattan,51
12/31/2014,Queens,5
12/31/2014,Staten Island,9
1/2/2015,Bronx,1
1/2/2015,Brooklyn,13
1/2/2015,Manhattan,23
1/2/2015,Queens,11
1/2/2015,Unknown,13
1/3/2015,Bronx,8
1/3/2015,Queens,5
1/3/2015,Staten Island,3
1/4/2015,Bronx,11
1/4/2015,Brooklyn,5
1/4/2015,Queens,9
1/4/2015,Staten Island,1
1/5/2015,Bronx,9
1/5/2015,Brooklyn,3
1/5/2015,Manhattan,62
1/5/2015,Queens,17
1/6/2015,Bronx,9
1/6/2015,Brooklyn,33
1/6/2015,Manhattan,24
1/6/2015,Outside NYC,1
1/6/2015,Queens,42
1/7/2015,Bronx,7
1/7/2015,Brooklyn,8
1/7/2015,Manhattan,27
1/7/2015,Outside NYC,1
1/7/2015,Queens,28
1/7/2015,Unknown,6
1/8/2015,Bronx,3
1/8/2015,Brooklyn,21
1/8/2015,Manhattan,32
1/8/2015,Queens,24
1/8/2015,Staten Island,3
1/9/2015,Bronx,14
1/9/2015,Brooklyn,14
1/9/2015,Manhattan,53
1/9/2015,Queens,38
1/9/2015,Staten Island,2
1/10/2015,Bronx,9
1/10/2015,Brooklyn,10
1/10/2015,Queens,4
1/11/2015,Bronx,21
1/11/2015,Brooklyn,22
1/12/2015,Bronx,12
1/12/2015,Brooklyn,20
1/12/2015,Manhattan,77
1/12/2015,Queens,22
1/12/2015,Unknown,2
1/13/2015,Bronx,13
1/13/2015,Brooklyn,44
1/13/2015,Manhattan,56
1/13/2015,Queens,14
1/14/2015,Bronx,18
1/14/2015,Brooklyn,19
1/14/2015,Manhattan,59
1/14/2015,Queens,11
1/14/2015,Staten Island,6
1/14/2015,Unknown,1
1/15/2015,Bronx,6
1/15/2015,Brooklyn,32
1/15/2015,Manhattan,67
1/15/2015,Queens,17
1/15/2015,Staten Island,3
1/16/2015,Bronx,20
1/16/2015,Brooklyn,29
1/16/2015,Manhattan,57
1/16/2015,Queens,25
1/16/2015,Staten Island,5
1/16/2015,Unknown,3
1/17/2015,Bronx,12
1/17/2015,Queens,8
1/18/2015,Bronx,9
1/18/2015,Queens,4
1/18/2015,Staten Island,5
1/20/2015,Bronx,5
1/20/2015,Brooklyn,26
1/20/2015,Manhattan,33
1/20/2015,Queens,18
1/20/2015,Staten Island,2
1/20/2015,Unknown,2
1/21/2015,Bronx,12
1/21/2015,Brooklyn,39
1/21/2015,Manhattan,16
1/21/2015,Queens,14
1/21/2015,Staten Island,3
1/21/2015,Unknown,3
1/22/2015,Brooklyn,40
1/22/2015,Manhattan,37
1/22/2015,Queens,10
1/22/2015,Staten Island,4
1/23/2015,Bronx,15
1/23/2015,Brooklyn,39
1/23/2015,Manhattan,52
1/23/2015,Queens,19
1/24/2015,Bronx,9
1/24/2015,Brooklyn,18
1/24/2015,Queens,6
1/25/2015,Bronx,5
1/25/2015,Brooklyn,28
1/26/2015,Bronx,4
1/26/2015,Brooklyn,7
1/26/2015,Manhattan,11
1/26/2015,Queens,10
1/26/2015,Staten Island,14
1/28/2015,Bronx,1
1/28/2015,Bronx,2
1/28/2015,Brooklyn,51
1/28/2015,Manhattan,23
1/28/2015,Queens,10
1/28/2015,Staten Island,8
1/29/2015,Bronx,11
1/29/2015,Brooklyn,64
1/29/2015,Manhattan,20
1/29/2015,Outside NYC,1
1/29/2015,Queens,19
1/29/2015,Staten Island,1
1/29/2015,Unknown,15
1/30/2015,Bronx,13
1/30/2015,Brooklyn,65
1/30/2015,Manhattan,23
1/30/2015,Queens,11
1/30/2015,Staten Island,2
1/31/2015,Bronx,10
1/31/2015,Brooklyn,28
1/31/2015,Manhattan,13
1/31/2015,Queens,1
2/1/2015,Bronx,25
2/1/2015,Manhattan,5
2/2/2015,Bronx,4
2/2/2015,Brooklyn,5
2/2/2015,Manhattan,19
2/2/2015,Outside NYC,9
2/2/2015,Queens,5
2/2/2015,Staten Island,3
2/3/2015,Brooklyn,1
2/3/2015,Bronx,12
2/3/2015,Brooklyn,30
2/3/2015,Manhattan,12
2/3/2015,Queens,56
2/3/2015,Unknown,9
2/4/2015,Bronx,8
2/4/2015,Brooklyn,26
2/4/2015,Manhattan,21
2/4/2015,Queens,40
2/4/2015,Staten Island,8
2/5/2015,Bronx,12
2/5/2015,Brooklyn,45
2/5/2015,Manhattan,16
2/5/2015,Queens,12
2/5/2015,Staten Island,7
2/5/2015,Unknown,12
2/6/2015,Bronx,7
2/6/2015,Brooklyn,31
2/6/2015,Manhattan,35
2/6/2015,Queens,28
2/6/2015,Staten Island,1
2/7/2015,Bronx,19
2/7/2015,Queens,4
2/7/2015,Staten Island,2
2/8/2015,Bronx,26
2/8/2015,Brooklyn,2
2/8/2015,Queens,3
2/9/2015,Bronx,26
2/9/2015,Brooklyn,7
2/9/2015,Manhattan,22
2/9/2015,Queens,25
2/9/2015,Staten Island,12
2/10/2015,Bronx,33
2/10/2015,Brooklyn,25
2/10/2015,Manhattan,15
2/10/2015,Queens,57
2/11/2015,Bronx,16
2/11/2015,Brooklyn,34
2/11/2015,Manhattan,29
2/11/2015,Queens,21
2/12/2015,Bronx,16
2/12/2015,Brooklyn,48
2/12/2015,Manhattan,13
2/12/2015,Staten Island,16
2/13/2015,Bronx,16
2/13/2015,Brooklyn,32
2/13/2015,Manhattan,22
2/13/2015,Queens,58
2/14/2015,Bronx,24
2/14/2015,Brooklyn,5
2/14/2015,Queens,4
2/17/2015,Bronx,11
2/17/2015,Manhattan,2
2/17/2015,Outside NYC,1
2/17/2015,Queens,18
2/18/2015,Brooklyn,32
2/18/2015,Manhattan,6
2/18/2015,Queens,18
2/19/2015,Bronx,14
2/19/2015,Brooklyn,39
2/19/2015,Manhattan,34
2/19/2015,Queens,7
2/20/2015,Bronx,8
2/20/2015,Brooklyn,36
2/20/2015,Manhattan,15
2/20/2015,Queens,28
2/21/2015,Bronx,15
2/21/2015,Brooklyn,8
2/21/2015,Manhattan,1
2/21/2015,Queens,1
2/22/2015,Bronx,21
2/22/2015,Brooklyn,3
2/22/2015,Queens,11
2/23/2015,Bronx,19
2/23/2015,Brooklyn,10
2/23/2015,Manhattan,23
2/23/2015,Queens,10
2/23/2015,Staten Island,6
2/23/2015,Unknown,2
2/24/2015,Bronx,12
2/24/2015,Brooklyn,44
2/24/2015,Manhattan,16
2/24/2015,Queens,34
2/24/2015,Unknown,1
2/25/2015,Bronx,16
2/25/2015,Brooklyn,36
2/25/2015,Manhattan,19
2/25/2015,Outside NYC,1
2/25/2015,Queens,32
2/25/2015,Staten Island,14
2/25/2015,Unknown,2
2/26/2015,Bronx,8
2/26/2015,Brooklyn,32
2/26/2015,Manhattan,31
2/26/2015,Queens,3
2/26/2015,Staten Island,5
2/27/2015,Bronx,3
2/27/2015,Brooklyn,14
2/27/2015,Manhattan,59
2/27/2015,Outside NYC,1
2/27/2015,Queens,28
2/27/2015,Staten Island,7
2/27/2015,Unknown,5
2/28/2015,Brooklyn,2
2/28/2015,Manhattan,12
2/28/2015,Queens,21
3/1/2015,Bronx,29
3/1/2015,Brooklyn,5
3/1/2015,Queens,2
3/2/2015,Bronx,16
3/2/2015,Brooklyn,10
3/2/2015,Manhattan,23
3/2/2015,Queens,19
3/2/2015,Staten Island,15
3/2/2015,Unknown,23
3/3/2015,Bronx,26
3/3/2015,Brooklyn,26
3/3/2015,Manhattan,1
3/3/2015,Queens,22
3/4/2015,Bronx,4
3/4/2015,Brooklyn,33
3/4/2015,Manhattan,22
3/4/2015,Queens,22
3/4/2015,Staten Island,19
3/5/2015,Bronx,23
3/5/2015,Brooklyn,7
3/5/2015,Manhattan,6
3/5/2015,Queens,1
3/5/2015,Staten Island,4
3/6/2015,Bronx,6
3/6/2015,Brooklyn,16
3/6/2015,Manhattan,21
3/6/2015,Queens,21
3/6/2015,Staten Island,8
3/7/2015,Bronx,17
3/7/2015,Brooklyn,9
3/7/2015,Queens,3
3/8/2015,Bronx,15
3/8/2015,Brooklyn,4
3/8/2015,Queens,8
3/9/2015,Bronx,14
3/9/2015,Brooklyn,2
3/9/2015,Manhattan,26
3/9/2015,Queens,24
3/9/2015,Staten Island,16
3/9/2015,Unknown,1
3/10/2015,Bronx,12
3/10/2015,Brooklyn,14
3/10/2015,Queens,21
3/11/2015,Brooklyn,61
3/11/2015,Manhattan,5
3/11/2015,Queens,20
3/11/2015,Staten Island,9
3/11/2015,Unknown,1
3/12/2015,Bronx,11
3/12/2015,Brooklyn,12
3/12/2015,Manhattan,36
3/12/2015,Staten Island,9
3/12/2015,Unknown,3
3/13/2015,Bronx,11
3/13/2015,Brooklyn,26
3/13/2015,Manhattan,21
3/13/2015,Queens,30
3/13/2015,Staten Island,14
3/14/2015,Bronx,12
3/14/2015,Brooklyn,11
3/14/2015,Manhattan,2
3/14/2015,Queens,3
3/15/2015,Bronx,3
3/15/2015,Brooklyn,7
3/15/2015,Staten Island,8
3/16/2015,Bronx,12
3/16/2015,Brooklyn,1
3/16/2015,Manhattan,13
3/16/2015,Queens,15
3/16/2015,Staten Island,10
3/17/2015,Brooklyn,2
3/17/2015,Bronx,10
3/17/2015,Brooklyn,39
3/17/2015,Manhattan,7
3/17/2015,Queens,29
3/17/2015,Unknown,2
3/18/2015,Bronx,1
3/18/2015,Brooklyn,28
3/18/2015,Manhattan,39
3/18/2015,Queens,13
3/18/2015,Staten Island,3
3/19/2015,Brooklyn,1
3/19/2015,Bronx,2
3/19/2015,Brooklyn,24
3/19/2015,Manhattan,24
3/19/2015,Queens,1
3/19/2015,Staten Island,2
3/20/2015,Bronx,12
3/20/2015,Brooklyn,26
3/20/2015,Manhattan,26
3/20/2015,Queens,37
3/20/2015,Staten Island,15
3/21/2015,Bronx,11
3/21/2015,Brooklyn,34
3/21/2015,Manhattan,19
3/22/2015,Brooklyn,5
3/22/2015,Queens,7
3/23/2015,Bronx,15
3/23/2015,Brooklyn,1
3/23/2015,Manhattan,43
3/23/2015,Queens,20
3/23/2015,Staten Island,7
3/24/2015,Bronx,7
3/24/2015,Brooklyn,13
3/24/2015,Queens,24
